DATE,CAD1MTD156N,CAD2MTD156N,CAD3MTD156N,CAD4MTD156N,CAD5MTD156N,CAD6MTD156N,CAD7MTD156N,CAD8MTD156N,CAD9MTD156N,CAD10MD156N,CAD11MD156N,CAD12MD156N
2007-10-02,4.90333,4.90333,4.92167,4.90333,4.9,4.9,4.87167,4.865,4.85,4.85,4.85,4.85
2007-10-03,4.905,4.90333,4.91667,4.91,4.90333,4.9,4.875,4.86667,4.85,4.85,4.85,4.85
2007-10-04,4.935,4.93333,4.93833,4.93833,4.93833,4.93833,4.89833,4.89,4.87833,4.875,4.87333,4.87167
2007-10-05,4.9,4.91,4.94,4.94167,4.94167,4.94167,4.905,4.895,4.87667,4.875,4.87333,4.87167
2007-10-08,4.91167,4.92,4.95,5,5,5.025,4.97167,4.96167,4.95,4.94833,4.94667,4.94667
2007-10-09,4.91833,4.925,4.965,4.99167,5,5.04667,5,5,4.955,4.955,4.95333,4.95333
2007-10-10,4.90833,4.94333,4.96667,5,5,5.04833,5.00333,5.00167,4.99833,4.995,4.995,4.995
2007-10-11,4.9,4.925,4.95833,5,5.00667,5.05167,5.04,5.035,5.03167,5.00333,5.00333,5.00333
2007-10-12,4.885,4.93833,4.97667,5.005,5.01667,5.03333,5.01,5.00667,5.00167,5,4.995,4.99333
2007-10-15,4.885,4.92333,4.98,5.01333,5.02,5.05,5.02333,5.02,5.01833,5,5,5
2007-10-16,4.86167,4.91167,4.975,5.015,5.02667,5.03333,5.01167,5.00333,5,4.995,4.99167,4.99
2007-10-17,4.84167,4.88167,4.97,4.99667,5,5.005,5.00167,5,4.99833,4.98333,4.98,4.98
2007-10-18,4.84667,4.87167,4.94833,4.98667,4.995,4.99833,4.99667,4.99667,4.99667,4.99333,4.98167,4.97833
2007-10-19,4.8,4.87,4.97,4.995,4.99833,5,4.98,4.975,4.96667,4.95667,4.95333,4.95167
2007-10-22,4.8,4.85167,4.98,4.99167,4.99333,4.99667,4.955,4.9475,4.94,4.90667,4.9,4.89333
2007-10-23,4.75167,4.81,4.94833,4.95333,4.955,4.95333,4.93333,4.92,4.90333,4.88833,4.88167,4.87667
2007-10-24,4.75,4.81167,4.93333,4.95,4.95,4.94833,4.93,4.92333,4.91333,4.89917,4.89667,4.89333
2007-10-25,4.74,4.78833,4.90667,4.92833,4.92833,4.93167,4.91,4.90333,4.88583,4.86167,4.85333,4.84667
2007-10-26,4.745,4.78667,4.89833,4.91333,4.92,4.91,4.89833,4.88833,4.87667,4.86,4.855,4.85
2007-10-29,4.74167,4.77833,4.86667,4.89833,4.9,4.9,4.87667,4.85667,4.85167,4.83833,4.83167,4.82333
2007-10-30,4.73167,4.825,4.85167,4.85833,4.86167,4.86,4.84,4.825,4.80833,4.79833,4.78833,4.78
2007-10-31,4.735,4.80333,4.82833,4.85,4.85,4.82833,4.81,4.8,4.79,4.775,4.76667,4.76
